company_name,jd,job_tag,job_title,salary,skill_cata_tag,url
TITANSOFT 新加坡商鈦坦科技股份有限公司,【新戰力募集】Full Stack Developer 全端工程師|||工作內容:|||Technique enthusiasts:|||希望你是一位熱愛研究技術，有學習熱情，面對眾多考驗也能不畏艱難的投入， 我們有專門的UI/UX在產品設計與研究，讓你可以更專注在產品開發上。|||Producers of fun:|||每一個人都是樂趣的製造者，我們期許你將創意投入在產品上，追求更好的客戶體驗，有好的想法，隨時可以提出並且嘗試與實踐。|||Problem solving:|||我們不缺發現問題的人，但我們很缺解決問題的人，想要的工作環境由自己創造，用技術解決問題是我們的樂趣！|||Team working:|||專注在開發的你，更須注重與同事的協作，如果你善於溝通，那鈦坦會是你很好發揮的舞台，我們不排斥cross-function ，但我們更注重cross-learning。|||Being adaptive: 發現問題，然後快速的修正迭代，我們崇尚敏捷開發，落實inspect and adapt，我們不害怕失敗，怕的是因為害怕失敗而不願意嘗試。如果你是一位前端工程師，又願意學習後端語言，歡迎與我們聯繫，這裡會是最適合你的環境！|||職務說明:|||- 依據客戶及商業的需求，開發並維護高效能、高安全性、使用者易用的Web應用程式。|||- 整合網站應用程式至資料庫導向或 API 導向的後台系統。|||- 開發、改善及維運所有軟體產品與基礎建設，並提供維護所需的所有必要文件。,網站工程師,【採線上面談】Full Stack Developer 全端工程師,50k - 70k TWD Monthly,javascript/html/css|||react,https://meet.jobs/en/jobs/39174-%E6%8E%A1%E7%B7%9A%E4%B8%8A%E9%9D%A2%E8%AB%87full-stack-developer-%E5%85%A8%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%AB
中嘉數位股份有限公司,1. 實作各項網路設備監控、服務面線上查修機制。|||2. 依需求建置流程管控、管理監控等介面。|||3. 實作品質分析相關大量數據處理、儲存機制與方法|||語文條件|||英文(聽:中等、說:中等、讀:中等、寫:中等)|||擅長工具|||Linux|||PHP|||Python|||MySQL|||HTML|||CSS|||其他條件|||軟體開發相關行業2年經驗|||程式開發: PHP、Python、Golang、HTML5/CSS|||資料庫: MariaDB、MongoDB|||OS/AP環境: Linux操作、AP安裝、Git、VM/Docker/Public Cloud,網站工程師,系統開發部 軟體工程師,40k - 100k TWD Monthly,PHP|||python|||GOLANG|||MYSQL,https://meet.jobs/en/jobs/39053-%E7%B3%BB%E7%B5%B1%E9%96%8B%E7%99%BC%E9%83%A8-%E8%BB%9F%E9%AB%94%E5%B7%A5%E7%A8%8B%E5%B8%AB
中嘉數位股份有限公司,1. IP核心網路規劃與建置專案管理|||2. 各網路防火牆規劃與建置專案管理|||3. DCN網路規劃與建置專案管理|||4. DPI頻管系統規劃與建置專案管理|||5. WEB/P2P/GGC/Cache規劃與建置專案管理|||6. CDN網路規劃與建置專案管理|||7. 專線電路(基站/企業用戶)骨幹網路規劃與建置專案管理|||8. Transit/Peering頻寬的購置/介接/資源分配之規劃(含成本和品質管控)與執行|||語文條件英文(聽:中等、說:中等、讀:中等、寫:中等)|||證照CCNA|||其他條件|||■5 years of experience in IP network design and operation|||■3 years of experience of working in IP networking department in telecom providers or providing network infrastructure design/maintenance project to telecom service providers is strongly preferred,網站工程師,核心網路資深工程師,40k - 100k TWD Monthly,,https://meet.jobs/en/jobs/38809-%E6%A0%B8%E5%BF%83%E7%B6%B2%E8%B7%AF%E8%B3%87%E6%B7%B1%E5%B7%A5%E7%A8%8B%E5%B8%AB
Splashtop Inc.,"As a versatile Design Engineer, you will take on the responsibilties for leveraging our frontend techstack to facilitatenew product blueprinting, collabrate proofs of concept and conduct the UX-driven initiatives. Furthurmore, you'll face up to interdisciplinary challenges and break through those barriers in collaboration with designers, developers, product owners and other active partners.|||It's an onsite job for Taiwan citizens and those who have legal residency status.|||Non-Taiwan citizen candidates must possess a valid Alien Residence Certificate (ARC) issued by Taiwan authority. Splashtop Taiwan Branch does not sponsor work visa/permit currently.",網站工程師,Design Engineer / UX Developer,840k - 1.8m TWD Annually,React.js|||Typescript|||User Experience (UX) Design,https://meet.jobs/en/jobs/30093-design-engineer-ux-developer
Splashtop Inc.,前端工程師將與後端工程師、設計師、產品經理或其他夥伴組成跨職能團隊，針對遠端桌面、遠端連線服務的後台支援系統各項機能，翻新設計、改進用戶體驗，並根據不同產品線的需求完成新功能的實作，包含各類權限管理、批量操作、排程與更新機制，並處理記錄讀寫和視覺化的呈現。|||除了滿足產品面向的需求外，也投入持續性工程，以利後續開發和維護，累積創新能量：|||設定環境，包含硬體軟體方面，能夠了解日常開發所需的知識，以及運用日常溝通所用的工具。|||實作一些粒度較小的元件、功能比較明確的模組，以及可以了解整體程式碼架構的改良或償債計畫。以期能夠往握開發上的脈絡，掌握基本的產品線。|||與其他成員一起協作一個完整性功能的開發，希望前面累積下來的經驗能夠跟設計師、工程師、產品經理，以及其他積極參與的夥伴一起進行產品的發想與定義，並給予建設的回饋。|||了解了產品迭代週期之後，可以獨立處理一個完整功能性的開發，能夠判斷、釐清規格上較為模糊之處，釐清，並決定採用怎麼的技術去克服困難，並在一次次的過程中找到推動事物持續前進的方法。|||了解當代的 JS 標準ESCMAScript 2015之後每年更版帶來的新特性，熟悉babel出現後的 JS 編譯打包方式， 也需要有React.js開發和在其生態系中打滾的經驗，這是因為我們是基於Next.js和Typescript進行開發。|||其他技術選擇如下：|||由於組織架構扁平，我們也注重團隊合作、人際溝通，在互相切磋下，發揮回饋並解決問題的能力。基於這樣的文化脈絡，對於使用新技術的態度為『小幅度實驗，驗證可能性後加以擴展和推廣』，期待能編織出我們自己的最佳實踐。,網站工程師,Frontend Engineer / React Developer,1000k - 1.8m TWD Annually,JavaScript|||React.js|||HTML5 & CSS3|||Typescript|||TypeScript and ReactJS,https://meet.jobs/en/jobs/30140-frontend-engineer-react-developer
Stack Developer (1.2M,"1. 公司內部平台後端 API & 新功能開發|||2. 軟體的重構 & 補測試|||3. 效能優化 (DB, Code, Cache)|||4. 處理跟 Production 相關事務 (使用 AWS/GCP)|||1. 一頁商店 (開店平台)|||2. 火箭快遞 (物流資訊平台)|||3. 公司內部流程平台 EIP 系統|||(我們會依照屬性將人配置在其中特定專案中，不會調來調去導致適應不良，請放心唷)|||如果你想更了解這家公司，未來的老闆是怎麼樣的人|||可以先去看看我們的頻道，老闆也是工程師轉職做電商|||可選擇高雄＆新北上班",網站工程師,Senior Ruby on Rails Full,1.2m - 1.8m TWD Annually,Ruby on Rails|||OOP|||SA|||System design|||AWS|||MySQL|||Deployment|||Memcached|||Ubuntu|||Webpack|||Vue,https://meet.jobs/en/jobs/39441-senior-ruby-on-rails-full-stack-developer-12m-18m-%E5%B9%B4%E8%96%AA
2.5M 年薪),1. 有創業思維的工程師：能快速反應、快速實踐、快速嘗試|||2. 有產品思維的工程師：在方方面面能考慮到客戶怎麼使用，在沒有 UI 設計師的前提下就能先做出一個 70 分的功能|||3. 超越教條的工程師：經驗豐富到能超越框架、超越教條，掌握穠纖合度的軟體開發信仰|||1. 帶領 Ruby on Rails Full stack 團隊協作開發專案|||2. 跟 PO 討論開發需求＆建立穠纖合度的高速迭代的開發流程|||3. 適當導入工具協助開發效率|||4. 制定系統架構＆Code Review 等工作|||1. 一頁商店 (開店平台)|||2. 火箭快遞 (物流資訊平台)|||3. 公司內部流程平台 EIP 系統|||(我們會依照屬性將人配置在其中特定專案中，不會調來調去導致適應不良，請放心唷)|||如果你想更了解這家公司，未來的老闆是怎麼樣的人|||可以先去看看我們的頻道，老闆也是工程師轉職做電商|||可選擇高雄＆新北上班,網站工程師,Senior Tech Lead for Ruby on Rails Team (1.5M,1.5m - 2.5m TWD Annually,Ruby on Rails|||MySQL|||AWS Services|||Scrum|||Project Management|||Webpack|||OOP|||SA,https://meet.jobs/en/jobs/39442-senior-tech-lead-for-ruby-on-rails-team-15m-25m-%E5%B9%B4%E8%96%AA
1.8M / 年薪) 合作順利可轉 Remote,新功能開發,網站工程師,[高雄市] Senior Ruby on Rails Developer (1.2M,1.2m - 1.8m TWD Annually,Ruby on Rails|||OOP|||SA|||System design|||AWS|||MySQL|||Deployment|||Memcached|||Ubuntu,https://meet.jobs/en/jobs/39443-%E9%AB%98%E9%9B%84%E5%B8%82-senior-ruby-on-rails-developer-12m-18m-%E5%B9%B4%E8%96%AA-%E5%90%88%E4%BD%9C%E9%A0%86%E5%88%A9%E5%8F%AF%E8%BD%89-remote
Oursky Limited, 是一家創立於香港的軟體公司，除了在香港、台北和倫敦設有固定辦公室，我們多元化的團隊成員在不同國家和地點遠端工作。我們以開發者和技術為中心、推崇職人精神，並致力推動社會進步。我們以開發開源軟體解決方案為己任，協助企業進行數位轉型，以及幫助開發者打造安全及重視隱私的軟體。我們的產品均是自籌經費研發，確保 Oursky 的工程師文化及素質能體現在每個項目上。|||Oursky 有濃厚的工程師文化，例如我們常常會嘗試最新的程式語言（雖然我們大部分的程式碼都是 Python 或 Go，但也會用 Haskell、Rust 或探索實驗其他新語言）、保持高水準的 Code Review，並採用精簡流程的內部工具如 DevOps 及 CI 相關的軟體。|||了解更多：|||------|||我們正在招募資深軟體工程師加入我們的團隊！Oursky 的資深軟體工程師都能在不同的軟體專案游刃有餘；並視能力晉升為 Tech Lead，負責指導其他團隊成員或成為你擅長領域裡的專才。|||我們的團隊主要使用以下的技術（你不需要掌握全部技術，但我們期望你能快速學習大部分技術）：|||我們的團隊在不同地點遠端工作，我們樂意為你提供在異地工作和生活的機會。 準備好展開人生新的一頁了嗎？ 我們透過贊助工作簽證等行動支持遠端工作和全球 relocation。想了解更多，來和我們聊聊吧！|||線上申請：,網站工程師,Senior Software Engineer 資深軟體工程師,113k - 138k TWD Monthly,,https://meet.jobs/en/jobs/28378-senior-software-engineer-%E8%B3%87%E6%B7%B1%E8%BB%9F%E9%AB%94%E5%B7%A5%E7%A8%8B%E5%B8%AB
Golang開發工程師,"1. 3年以上Golang開發工作經驗, 具有獨立調研和開發能力|||2. 精通channel和鎖、go協程, 對高併發、高可用有所瞭解|||3. 熟悉基礎算法和數據結構|||4. 熟悉至少一種Go開發框架如gin、beego、grpc等|||5. 熟悉Linux系統, 熟悉TCP/IP/HTTP等網絡通信|||6. 有高性能算法項目/模塊開發經驗優先|||7. 有開發數字貨幣交易所類型項目經驗優先|||1. 瞭解Docker, kuberbetes, grafana等技術|||2. 熟悉消息隊列系統，如Kafka，RabbitMQ，RocketMQ等|||3. 有java/go開發的個人產品",網站工程師,JD,60k - 150k TWD Monthly,golang|||linux,https://meet.jobs/en/jobs/36400-jd-golang%E9%96%8B%E7%99%BC%E5%B7%A5%E7%A8%8B%E5%B8%AB
均一平台教育基金會,,網站工程師,資深軟體工程師,70k+ TWD Monthly,docker|||Git|||CI/CD|||frameworks|||javascript/html/css|||python3,https://meet.jobs/en/jobs/39392-%E8%B3%87%E6%B7%B1%E8%BB%9F%E9%AB%94%E5%B7%A5%E7%A8%8B%E5%B8%AB
Splashtop Inc.,"此為因應公司業務量的擴大而擴招的後端工程師職缺，|||也歡迎具備任何後端語言技能且願意了解 Ruby on Rails 的後端工程師申請，|||包括且不限於 Node.js / Go / Python / PHP / ASP.net / Java / Rust|||為了提供安全、快速、穩定的 Remote Desktop 服務給全球 800K+ 的活躍客戶，您將|||Splashtop Inc (美商浪橋科技股份有限公司 台北分公司)|||人員:|||全球 300人 US, EU, JP, SG, TW, CN|||台北 99 人 RD & QA & Sales & Support & PM & DevOps|||Cloud team:|||4 Frontend React Developers|||9 Backend Ruby-on-Rails Developers|||地點:|||捷運台北小巨蛋站旁|||時/事:|||Splashtop 三件事:",網站工程師,Backend Developer (Ruby on Rails),700k - 1.5m TWD Annually,Ruby on Rails|||RoR|||Backend|||Back-end|||Redis|||MySQL|||Kubernetes|||Docker (Kubernetes)|||AWS/EC2/ELB/S3/DynamoDB,https://meet.jobs/en/jobs/28780-backend-developer-ruby-on-rails
TOP PATH 英屬維京群島商祥捷國際開發股份有限公司台灣分公司,"1、負責遊戲後端功能開發|||2、能根據設計實現遊戲後端功能的開發。|||3、能根據需求實現管理頁面的開發|||1.擅長工具：JavaScript,Node.js|||2.熟悉ES6,ES7規範|||3. 5年以上後端開發經驗|||4.熟悉MongoDB、PostgreSQL等資料庫技術|||5.熟悉版本管理工具 Git|||6.熟悉物件導向設計，具有良好的程式編寫習慣|||7.善於溝通，良好的團隊合作精神|||8.高度責任感，工作細心，能夠承受壓力下工作並保證工作品質",網站工程師,資深後端開發工程師(百萬年薪) Senior Backend Engineer,1m - 2m TWD Annually,"JavaScript|||,Node Js,",https://meet.jobs/en/jobs/39295-%E8%B3%87%E6%B7%B1%E5%BE%8C%E7%AB%AF%E9%96%8B%E7%99%BC%E5%B7%A5%E7%A8%8B%E5%B8%AB%E7%99%BE%E8%90%AC%E5%B9%B4%E8%96%AA-senior-backend-engineer
TITANSOFT 新加坡商鈦坦科技股份有限公司,"【職務必備條件】|||1. 網站介面視覺設計經驗 3年以上經驗|||2. 熟悉使用任何設計、文件、編輯器相關軟體，如 Adobe、Google Docs、VS Code、etc|||3. 熟悉使用者介面流程設計，有良好的 UI 及 UX 觀念|||4. 擁有熱忱、自發性地不斷學習新的相關知識與技術|||5. 細心且能夠有條理、清楚地與工程師團隊、客戶等非設計背景之角色表達想法與需求|||【工作內容】|||1. 網站視覺與介面設計、從零到有的 HTML/CSS切版、介面維護(on both desktop and mobile devices)|||2. 網站內容的平面視覺設計、視覺圖形繪製、設計規範討論與制訂|||3. 能夠即時應對需求的快速變動並適時調整，以產出最大價值的成果為優先考量|||4. 能夠與開發團隊充分溝通、合作，獨立並準時完成專案之工作項目|||5. 可接受一年約 2 週內的海內外出差|||【Requirements】|||1. 3+ years of experience as a web UI designer.|||2. Familiar with any software for design, documentation, and editing. E.g.Adobe、Google Docs、VS Code、etc|||3. Familiar with user interface process design, with good UI and UX concepts|||4. Being enthusiastic about continuous learning of knowledge and technology|||5. Being detail oriented and be able to express ideas and needs in an organized and clear way so that the engineering team, clients and other non design background roles can understand.|||【Responsibilities】|||1. Website visual and UI design, HTML&CSS building and maintenance (on both desktop and mobile devices)|||2. Visual design for graphics and drawing on platform, development and management of design standard|||3. Being able to respond to rapid changes in demand and adjust in time, and give consideration to produce the most valuable result|||4. Having the ability to have good communication and cooperate with the development teams, and being able to complete projects on time while working independently|||5. 2-weeks business travel might be expected per year|||-----------------------------------------------------------------------------------|||這是一個充滿奇想與刺激的工作，你我將會併肩前行，分享彼此所擁有的專業及知識，共同成長，在樂趣中尋求創意、在創意中尋求偉大的夢想。|||鈦坦科技落實自發性管理、流動式組織、真正的彈性工時，但也更需要你身段靈活並且能自己掌握自己的資源及時間。|||我們擁有一套完整的工作流程|||讓你可以獲得從探尋、調研、計劃、設計、開發一路從頭開始打造產品的經驗，你會自發性地不斷學習新的相關知識或技術，你瞭解眼前出自你手的設計，是為了解決什麼樣的問題而生。你希望能在設計這條路上不斷成長，而不僅僅只是個不斷趕稿的機器，你富有創意，亦能將創意實際地融入商業需求之中。|||如果你嚮往這樣的工作文化與環境，歡迎來與我們聊聊。",網站工程師,Product Designer (UI) (高雄),40k - 60k TWD Monthly,HTML|||CSS|||Adobe Photoshop|||Illustrator|||Adobe XD,https://meet.jobs/en/jobs/39231-product-designer-ui-%E9%AB%98%E9%9B%84
TITANSOFT 新加坡商鈦坦科技股份有限公司,"【職務必備條件】|||1. 網站、網頁互動介面及視覺設計經驗 3 年以上|||2. 熟悉使用任何設計、文件、編輯器相關軟體，如 Adobe Xd、Figma、Google Docs、Jira...等|||3. 熟悉UI及UX技能|||4. 擁有網站、網頁規劃階段整體概念|||5. 擁有熱忱、自發性地不斷學習新的相關知識與技術|||6. 細心且能夠有條理、清楚表達想法與需求|||【工作內容】|||1. 網站、網頁互動介面、視覺設計與維護(on both desktop and mobile devices)|||2. 網頁互動介面流程設計、活動視覺設計、Visual Identity 設計規範討論與制訂|||3. 能夠即時應對需求的快速變動並適時調整，以產出最大價值的成果為優先考量|||4. 能夠與開發團隊充分溝通、合作，獨立並準時完成中、大型專案之工作項目|||5. 可接受一年約 2 週內的海內外出差|||【Requirements】|||1. 3+ years of experience as a web UI designer.|||2. Familiar with any software for design, documentation, and editing. E.g. Adobe Xd, Figma, Google Docs, Jira, etc.|||3. Familiar with user interface process design, with good UI and UX concepts and skills.|||4. Familiar with the overall concept of the website planning stage|||5. Being enthusiastic about continuous learning of knowledge and technology|||6. Being mindful of details and able to clarify ideas and requirements|||【Responsibilities】|||1. Website visual, UI design and maintenance (on both desktop and mobile devices)|||2. UI and visual design for ongoing events, platform, visual identity, development and management of design standard|||3. Being able to respond to rapid changes in demand and adjust in time, and give consideration to produce the most valuable result|||4. Having the ability to have good communication and cooperate with the development teams, and being able to complete large or medium projects on time while working independently|||5. 2-weeks business travel might be expected per year|||、|||、|||、|||、|||、|||、|||【加分條件】|||1. 熟悉遊戲產業佳|||2. 有製作網路活動相關經驗佳|||3. 英文聽說讀寫精通佳|||4. 有前端框架基本概念與經驗佳|||5. 有超群的溝通、表達能力佳|||-----------------------------------------------------------------------------------|||這是一個充滿奇想與刺激的工作，你我將會併肩前行，分享彼此所擁有的專業及知識，共同成長，在樂趣中尋求創意、在創意中尋求偉大的夢想。 鈦坦科技落實自發性管理、流動式組織、真正的彈性工時，但也更需要你身段靈活並且能自己掌握自己的資源及時間。|||我們擁有一套完整的工作流程|||讓你可以獲得從探尋、調研、計劃、設計、開發一路從頭開始打造產品的經驗，你會自發性地不斷學習新的相關知識或技術，你瞭解眼前出自你手的設計，是為了解決什麼樣的問題而生。你希望能在設計這條路上不斷成長，而不僅僅只是個不斷趕稿的機器，你富有創意，亦能將創意實際地融入商業需求之中。",網站工程師,【採線上面談】UI/UX Designer (台北),49k - 68k TWD Monthly,Adobe Photoshop|||Illustrator,https://meet.jobs/en/jobs/39166-%E6%8E%A1%E7%B7%9A%E4%B8%8A%E9%9D%A2%E8%AB%87uiux-designer-%E5%8F%B0%E5%8C%97
APP工程師(flutter),,網站工程師,JD,50k - 80k TWD Monthly,Flutter|||IOS|||svn|||git,https://meet.jobs/en/jobs/36943-jd-app%E5%B7%A5%E7%A8%8B%E5%B8%ABflutter
Web前端工程師,"
",網站工程師,JD,40k - 70k TWD Monthly,HTML|||JavaScript|||Vue,https://meet.jobs/en/jobs/36942-jd-web%E5%89%8D%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%AB
創順科技有限公司,Working as a quality assurance engineer in UNNO Technology is professional and challenging. We are looking for the candidates with sound and solid manual web product testing experience along with the self-developing professions in automation testing fields.,網站工程師,Quality Assurance Engineer,60k+ TWD Monthly,function test|||bug tracking|||software test|||automation testing|||manual testing,https://meet.jobs/en/jobs/38459-quality-assurance-engineer
Aha,"We are a|||, founded by Stanford and MIT engineers from Silicon Valley. Our team has experience in entrepreneurship, finance, and consulting in NY, SF, and Chicago. We are incubating a product and looking to hire an all-star team that can grow the business. Joining this team will put you at the forefront of startup innovation. You will be able to scale a first in class product. Our team is made up of builders, and you should be no exception!|||We're building the next NFT-Crypto wallet for Gen Z students in India & the US. We've created the first|||＆|||.|||As a Software Development Engineer in Test, you will conduct testing on web/app that are developed by the developers in our team, apply impact analysis on web/app being tested, and ensure web/app quality before going to production.|||1. Checking if the product complies with the requirements.|||2. Assessing risks.|||3. Planning ideas to improve product quality.|||4. Planning tests.|||5. Analyzing the test results.|||6. Ensures the scalability of the system.|||7. Ensure the high performance of responsiveness to requests from engineers.|||1. Two or more years of coding experience or any internship with a similar function|||2. QA testing experience (QUnit, Mocha, Jasmine, RSpec)|||3. Having experience in at least one of the frameworks (Unit Testing, Stress Testing, CI, Ruby, Django, JavaScript)|||4. Experience in CI (GitLab, Jenkins), API Testing will be aplus|||Flexible working hours. Normal hours not required. Full remote. Performance based. Based on KPI, we will decide on discretionary bonus, full time (with insurance) offer, and terms.|||1. Flexible time, full-remote work|||2. Full-time, fixed term (contract-based) employment, or internships|||3. Performance-based rewards and bonus",網站工程師,Software Development Engineer in Test (SDET) (Remote),1m - 2m TWD Annually,JavaScript|||Jasmine|||QUnit|||Unit Testing|||Django|||framework testing|||Web or mobile application testing|||software testing|||software engineer|||software engineering|||Engineering|||Software Engineering|||Front-end Engineering|||Quality Engineer|||QA Engineering|||Backend Engineer|||Engineer|||Web Service frameworks|||JavasSript frameworks|||javaScript frameworks|||● Knowledge of testing frameworks such as Mocha and Jest.,https://meet.jobs/en/jobs/33380-software-development-engineer-in-test-sdet-remote
End engineer (Remote),"We are a|||, founded by Stanford and MIT engineers from Silicon Valley. Our team has experience in entrepreneurship, finance, and consulting in NY, SF, and Chicago. We are incubating a product and looking to hire an all-star team that can grow the business. Joining this team will put you at the forefront of startup innovation. You will be able to scale a first in class product. Our team is made up of builders, and you should be no exception!|||We're building the next NFT-Crypto wallet for Gen Z students in India & the US. We've created the first|||＆|||.|||As a senior back-end web/app engineer, you will focus on designing the flexible/scalable backend architecture, optimized for performance for future products.|||Flexible working hours. Normal hours are not required. Full remote. Performance-based. Based on KPI, we will decide on discretionary bonus, full-time (with insurance) offer, and terms.",網站工程師,Senior Back,2m - 3m TWD Annually,"javascript|||node.js|||back-end|||back-end engineering|||back-end development|||backend testing|||backend developer|||backend|||backend development|||engineer|||software engineer|||engineering|||software engineering|||SQL|||AWS|||web programming|||a working knowledge of the web-based technology|||web3|||web application|||Information Technology|||Bachelor’s degree in Computer Science, Information Technology, or a similar field.|||QC|||PostgreSQL",https://meet.jobs/en/jobs/29253-senior-back-end-engineer-remote
End Engineer (Remote),"We are a|||, founded by Stanford and MIT engineers from Silicon Valley. Our team has experience in entrepreneurship, finance, and consulting in NY, SF, and Chicago. We are incubating a product and looking to hire an all-star team that can grow the business. Joining this team will put you at the forefront of startup innovation. You will be able to scale a first in class product. Our team is made up of builders, and you should be no exception!|||We're building the next NFT-Crypto wallet for Gen Z students in India & the US. We've created the first|||＆|||.|||As a front-end web/app engineer, you are responsible for making the web app UI of each product, designing the API with mockups/use case/user journey/story provided by the designer and back-end engineers. You have to participate in APP web view development and also the campaigns and sales events development. You will also implement A/B testing and maintain the website for the company’s products.|||Flexible working hours. Normal hours are not required. Full remote. Performance-based. Based on KPI, we will decide on discretionary bonus, full-time (with insurance) offer, and terms.",網站工程師,Senior Front,2m - 3m TWD Annually,HTML|||JavaScript|||CSS|||HTML/CSS/Javascript/Django|||Rails|||PostgreSQL|||MySQL|||MongoDB|||QUnit|||Mocha|||Jasmine|||RSpec|||Docker|||K8S,https://meet.jobs/en/jobs/30349-senior-front-end-engineer-remote
teamLab Inc.,"システム / サービスの設計から運用まで、開発プロセスの中心を担います。|||提案 / 企画時のアイデア出し、実現可能性検討も、他チームと協力して行います。|||開発は進行管理含め自社内で行っており、提案時からさらなる改善や、運用に向けた工夫なども視野に入れ、常に検討し、試行錯誤しながら進めます。|||※ Please note that Pre-Advanced Level / Advanced Level Japanese is required.|||STEP1 : Webエントリー|||STEP2 : プログラミングチャレンジ(オンライン)|||STEP3 : 面接(複数回) ※場合によっては、選考フローが変更になる場合がございます|||STEP4 : 内定|||※ 面接は日本語で行う予定です|||大学院・大学・短大・高専・専門学校を卒業または卒業見込みで、かつ職務経歴のない方|||（日本語はN1またはN1相当のレベル方）|||大学卒 短大卒 高専学校卒 専門学校卒|||月給25万円～(学歴問わず能力・スキルにより決定)|||10：00～19：00|||半期決算賞与(年2回) ※グループ会社の場合は支給対象外|||・正社員・交通費一部支給(月2万円まで)|||・昇給随時、各種社会保険完備|||・永年勤続賞(3,5,10,20,30年ごとに30,50,100,200,300万円支給)|||・家族手当(子1人目：月2万円支給、2人目以降は＋月5000円支給)|||・アフター交流手当て(社員4名以上が参加するスポーツに対して、費用補助)|||・各プロジェクトのキックオフ・打ち上げの費用補助|||・勉強会・カンファレンスの参加費用支給(事前申請制)|||原則として、土曜、日曜、祝日、年次有給休暇(入社半年後付与)、年末年始、夏期休暇、産前産後休暇、育児休業、看護休暇|||チームラボ本社 東京都千代田区神田小川町2-12 小川町進興ビル|||チームラボは、それぞれの専門性を活かしたチーム展開を行っており、適性に応じて別ポジションやグループ会社のエントリーをご案内させていただくこともございます。|||今回のWebサイトリニューアルでは、フライト検索や予約、予約管理等の基本的な機能や、旅客サービスや搭乗手続きなど、ZIPAIRのご利用にあたって必要な情報を、より直感的にご利用いただけるよう、UI/UXを設計しました。|||りそなグループの「りそなスマート口座」は、“スマホがあなたの銀行に“をコンセプトとしたスマホアプリです。|||様々な銀行取引を、アプリひとつで簡単に完結できるよう全体の画面と機能を設計しました。",網站工程師,Web Developer (網站工程師),3m - 7m JPY Annually,Java|||JavaScript|||PHP|||Ruby|||Go,https://meet.jobs/en/jobs/39376-web-developer-%E7%B6%B2%E7%AB%99%E5%B7%A5%E7%A8%8B%E5%B8%AB
imBee Limited,"imBee 是一間提供 IM 整合平台 ( WhatsApp, Line, Wechat ) 服務的香港軟體公司，即時通訊軟體最初是為個人使用而設計的，而非企業。我們正在對即時通訊軟體進行徹底的重新設計，以便使企業更高效地完成任務，節省更多資源，並與客戶建立更好的關係。|||我們發展迅速，客戶有保險和通訊企業等大公司，也有醫療、電子商務、教育和零售領域的中小企業，並且由一些亞洲最優秀的投資者支持。|||加入我們一起改變企業與消費者之間的交流方式|||官方網站 ➡|||商貿報導 ➡|||PCM報導 ➡|||團隊採用 Scrum 敏捷式開發來作為產品管理，每個 sprint 的長度為一～二週 ( 視中間假期長度為準 )，每週二會進行 sprint planning & review ，每天都會進行簡單的 Stand Up meeting ( By Google Meet )。",網站工程師,Frontend Developer,1m - 1.5m TWD Annually,React.js|||TypeScript|||Material-UI|||StyledComponents,https://meet.jobs/en/jobs/39068-frontend-developer
智鈦星平台服務有限公司,*維護並確保平台相關系統正常運作，改版優化及故障狀況處理。|||《工作內容》：|||1.運作維護：系統及服務網路日常監控與調整，確保運行的可靠性、可用性及穩定性。|||2.異常排除：針對異常狀況與事件，快速回報處理，並排除故障。|||3.優化管理：平台系統管理及檢查，提升系統安全性及作業環境的執行速度與效能。|||4.跨部門支援：協助各相關部門，根據狀況及需求完善處理事件。|||5.需求技能：Linux Server、 Zabbix 監控管理，具AWS cloud經驗佳。|||《其他加分條件》：|||1. 具備良好溝通能力與協調技巧。|||2. 突發狀況及事件的追踨處理能力。|||3. 團隊分工共事，並能主動學習和分享。|||4. 資安意識高，可主動發現問題並提供完善方案。,網站工程師,系統運維工程師 DevOps Engineer,35k - 60k TWD Monthly,Linux Server|||Zabbix|||AWS cloud,https://meet.jobs/en/jobs/27083-%E7%B3%BB%E7%B5%B1%E9%81%8B%E7%B6%AD%E5%B7%A5%E7%A8%8B%E5%B8%AB-devops-engineer
End Develope,*負責App/Web前端開發、整合等。|||【工作說明】|||1. PC及移動式前端之開發工作，包括常用PC、手機瀏覽器與APP內嵌頁面等。|||2. 前端架構體系之規劃、設計與後續優化。|||3. 與相關職能團隊討論開發前端組件，並加以應用、創新，以利維護及優化前端頁面呈現與效能。|||4. 通訊軟體外掛小程式開發。|||【期望技術】|||1.3年以上前端開發經驗。|||2. 能熟練使用VUE，React前端開發框架 (若不熟React較無法上手)。|||3. 精通HTML5、CSS3、JavaScript、Nodejs、React native等前端開發技術。|||4. 暸解伺服器端開發語言及熟悉與原生APP交互佳。|||【加分條件】,網站工程師,前端開發工程師 Front,700k - 1.4m TWD Annually,React|||VUE|||HTML5|||CSS3|||JavaScript|||Nodejs|||React native,https://meet.jobs/en/jobs/27074-%E5%89%8D%E7%AB%AF%E9%96%8B%E7%99%BC%E5%B7%A5%E7%A8%8B%E5%B8%AB-front-end-develope
