company_name,jd,job_tag,job_title,salary,skill_cata_tag,url
Oursky Limited, 是一家創立於香港的軟體公司，除了在香港、台北和倫敦設有固定辦公室，我們多元化的團隊成員在不同國家和地點遠端工作。我們以開發者和技術為中心、推崇職人精神，並致力推動社會進步。我們以開發開源軟體解決方案為己任，協助企業進行數位轉型，以及幫助開發者打造安全及重視隱私的軟體。我們的產品均是自籌經費研發，確保 Oursky 的工程師文化及素質能體現在每個項目上。|||Oursky 有濃厚的工程師文化，例如我們常常會嘗試最新的程式語言（雖然我們大部分的程式碼都是 Python 或 Go，但也會用 Haskell、Rust 或探索實驗其他新語言）、保持高水準的 Code Review，並採用精簡流程的內部工具如 DevOps 及 CI 相關的軟體。|||了解更多：|||-|||我們正在招募軟體工程師加入團隊！你將會獲得資深工程師的指導，同時和一群頂尖的工程師一起工作！|||我們的團隊主要使用以下的技術（你不需要掌握全部技術，但我們期望你能快速學習大部分技術）：,軟體工程師,Web / Mobile App Developer 軟體工程師,75.5k - 100.5k TWD Monthly,,https://meet.jobs/zh-TW/jobs/28377-web-mobile-app-developer-%E8%BB%9F%E9%AB%94%E5%B7%A5%E7%A8%8B%E5%B8%AB
遊戲PHP開發工程師,,軟體工程師,GM,80k - 180k TWD Monthly,PHP|||MySQL,https://meet.jobs/zh-TW/jobs/36922-gm-%E9%81%8A%E6%88%B2php%E9%96%8B%E7%99%BC%E5%B7%A5%E7%A8%8B%E5%B8%AB
浪LIVE,【ABOUT 產品技術研發中心】|||我們的產品包括|||「浪LIVE直播」音樂才女、素人唱將、實力女團，最具影響力的直播平台|||「POPO筆記」分享你的美好生活・穿搭、美妝、美食、旅遊社群平台|||「PLAYONE」線上遊戲陪玩，攜手征服虛擬的戰場|||堅持打造綠色直播/社群平台，成為內容創作者的優質孵化器。|||專屬技術研發中心團隊，精心打造最多元的APP產品線， 2018年下載量突破200萬， 2020年下載量破500萬!|||【ABOUT 你的任務目標】|||＞ 設計模組架構，完成功能需求|||＞ 優化性能、重構既有程式架構|||＞ 與PM及UI設計討論功能開發方式|||＞ 技術文件撰寫與管理|||【ABOUT 我們的條件要求】|||＞具備5年以上的 iOS 原生手機 app 開發經驗|||＞熟悉Objective-C、Swift語言，其一皆可|||＞熟悉UIKit等iOS系統framework|||＞熟悉git版本控管工具|||＞ 暸解iOS上 Multi-thread、GCD ，有大型專案維護、重構經驗，為加分經驗|||＞ 參與過社群、遊戲、影音等產品類型，為加分經驗|||【ABOUT 職業規劃＆薪酬】|||＞我們會依據你過往的產品經驗、技術經驗來做短中期工作角色規劃|||＞接觸到的APP產品具備良好的市場發展性|||＞參與到的產品類型絕對豐富不單一|||＞探索到的技術知識保持在趨勢的前端|||＞ Sr.iOS Engineer iOS工程師，將視專案豐富度，年度薪酬約在120~150萬|||＞如個人技術經驗、產品經驗，與公司策略發展有高度相關，薪資另有可談空間|||【ABOUT 辦公環境】|||＞ 辦公室座落信義區，離市政府捷運站步行5分鐘|||＞ 開放式辦公環境，小組討論空間、咖啡個人休憩區、每人配置自動升降桌|||＞ 表定工作時間，每日10：00-19:00，有彈性下上班規劃|||＞ 福委會貼心規劃下午茶、辦公室優惠零食販售、定期聚餐..等，隨時補充精力越戰越勇|||【瞭解我們更多..】|||linkedin企業頁面|||https://www.linkedin.com/company/%E6%97%AD%E7%91%9E%E6%96%87%E5%8C%96%E5%82%B3%E5%AA%92-%E6%B5%AAlive/about/?viewAsMember=true|||企業動態|||https://www.mirrormedia.mg/premium/20201008bus001/|||https://www.techbang.com/posts/90010-langlive-sponsors-hualien-chong-de-primary-school-football-team|||浪LIVE・浪LIFE・,軟體工程師,Sr. iOS Engineer（Senior＆Staff Level）,1.1m+ TWD Annually,swift|||objective-C,https://meet.jobs/zh-TW/jobs/39446-sr-ios-engineerseniorstaff-level
Oursky Limited, 是一家創立於香港的軟體公司，除了在香港、台北和倫敦設有固定辦公室，我們多元化的團隊成員在不同國家和地點遠端工作。我們以開發者和技術為中心、推崇職人精神，並致力推動社會進步。我們以開發開源軟體解決方案為己任，協助企業進行數位轉型，以及幫助開發者打造安全及重視隱私的軟體。我們的產品均是自籌經費研發，確保 Oursky 的工程師文化及素質能體現在每個項目上。|||Oursky 有濃厚的工程師文化，例如我們常常會嘗試最新的程式語言（雖然我們大部分的程式碼都是 Python 或 Go，但也會用 Haskell、Rust 或探索實驗其他新語言）、保持高水準的 Code Review，並採用精簡流程的內部工具如 DevOps 及 CI 相關的軟體。|||了解更多：|||------|||我們正在招募資深軟體工程師加入我們的團隊！Oursky 的資深軟體工程師都能在不同的軟體專案游刃有餘；並視能力晉升為 Tech Lead，負責指導其他團隊成員或成為你擅長領域裡的專才。|||我們的團隊主要使用以下的技術（你不需要掌握全部技術，但我們期望你能快速學習大部分技術）：|||我們的團隊在不同地點遠端工作，我們樂意為你提供在異地工作和生活的機會。 準備好展開人生新的一頁了嗎？ 我們透過贊助工作簽證等行動支持遠端工作和全球 relocation。想了解更多，來和我們聊聊吧！|||線上申請：,軟體工程師,Senior Software Engineer 資深軟體工程師,113k - 138k TWD Monthly,,https://meet.jobs/zh-TW/jobs/28378-senior-software-engineer-%E8%B3%87%E6%B7%B1%E8%BB%9F%E9%AB%94%E5%B7%A5%E7%A8%8B%E5%B8%AB
Tensorcom,"Tensorcom, a pioneer in developing innovative semiconductors for high-speed millimeter wave, ultra-low power, wireless communication chipsets is looking for a candidate who is interested in developing software tools, drivers, and firmware for its highspeed wireless millimeter wave network communications products.|||As an experienced S/W designer, you will be expected to have deep knowledge of and experience in one or more major specialty functions of one or more programming languages, OS device drivers, technical skills and working experience.|||In addition to excellent technical skills, good English communication skills are required.|||The interested candidate will be responsible for:|||· Developing application software/tools, drivers, and firmware for Tensorcom’s wireless networking products.|||The interested candidate shall have demonstrable experience in:|||· Programming Languages such as:|||o The C/C++ programming language|||o One or more of these programming languages: Python, Java, Perl, TCL, etc., which would be a plus|||· Developing device drivers for well-known OSes such as:|||o Windows 10/11|||o Android/Linux|||o macOS/iOS|||· These S/W knowledge/skill sets such as:|||o Multi-threaded/processing environments|||o Network OSI model architecture|||o Wireless communication protocols|||· These H/W knowledge/skill sets such as:|||o Familiarity with H/W system architectures|||o These interfaces: USB, PCIe, GPIO, JTAG, SPI, UART|||· Designing and implementing Application Software for product demonstrations|||· Developing diagnostic tools for factory verification plan|||· Previous working experience on WLAN SoC, Ethernet NIC, storage SoC are highly desirable.|||■ BS ■ MS|||Computer Science, Computer Engineering, Electrical Engineering, or similar applicable degrees|||5+ years",軟體工程師,"Software Development Engineer, 軟體開發工程師(驅動程式)",30k - 100k TWD Monthly,,https://meet.jobs/zh-TW/jobs/39447-software-development-engineer-%E8%BB%9F%E9%AB%94%E9%96%8B%E7%99%BC%E5%B7%A5%E7%A8%8B%E5%B8%AB%E9%A9%85%E5%8B%95%E7%A8%8B%E5%BC%8F
Tensorcom,"Tensorcom, a pioneer in developing innovative semiconductors for high-speed millimeter wave, ultra-low power, wireless communication chipsets is looking for a candidate who is interested in developing software tools, drivers, and firmware for its highspeed wireless millimeter wave network communications products.|||As an experienced S/W designer, you will be expected to have deep knowledge of and experience in one or more major specialty functions of one or more programming languages, OS device drivers, technical skills and working experience.|||In addition to excellent technical skills, good English communication skills are required.|||The interested candidate will be responsible for:|||· Developing application software/tools, drivers, and firmware for Tensorcom’s wireless networking products.|||The interested candidate shall have demonstrable experience in:|||· Programming Languages such as:|||o The C/C++ programming language|||o One or more of these programming languages: Python, Java, Perl, TCL, etc., which would be a plus|||· Developing device drivers for well-known OSes such as:|||o Windows 10/11|||o Android/Linux|||o macOS/iOS|||· These S/W knowledge/skill sets such as:|||o Multi-threaded/processing environments|||o Network OSI model architecture|||o Wireless communication protocols|||· These H/W knowledge/skill sets such as:|||o Familiarity with H/W system architectures|||o These interfaces: USB, PCIe, GPIO, JTAG, SPI, UART|||· Designing and implementing Application Software for product demonstrations|||· Developing diagnostic tools for factory verification plan|||· Previous working experience on WLAN SoC, Ethernet NIC, storage SoC are highly desirable.|||■ BS ■ MS|||Computer Science, Computer Engineering, Electrical Engineering, or similar applicable degrees|||5+ years",軟體工程師,Software Development Engineer,30k - 100k TWD Monthly,,https://meet.jobs/zh-TW/jobs/39453-software-development-engineer
Netskope Taiwan,"Netskope's API Protection Framework team is responsible for designing and implementing a scalable and elastic architecture to provide protection for enterprise SaaS and IaaS application data. This is achieved by ingesting high volume activity events at near real-time and analysing data to provide security risk management for our customers, including data security, access control, threat prevention, data loss prevention, user coaching and more.|||As a member of this team you will work in an innovative, fast-paced environment with other experts to build Cloud-Native solutions using technologies like Kubernetes, Helm, Prometheus, Grafana, Jaeger (open tracing), persistent messaging queues, SQL/NO-SQL databases, key-value stores, etc. You will solve complex scale problems, deploy and manage the solution in production. If you are driven by high-quality, high-velocity software delivery challenges, and using innovative and cutting edge solutions to achieve these goals, we would like to speak with you.",軟體工程師,"Staff Software Development Engineer in Test, API Protection Framework",1.8m+ TWD Annually,golang|||python|||automation testing|||automation test frameworks,https://meet.jobs/zh-TW/jobs/39070-staff-software-development-engineer-in-test-api-protection-framework
SWAG,"As a Senior Backend Engineer on the Application team, you will be working closely with the Product and Client teams to implement new features. With needing to support millions of requests per minute,performanceandstabilityare some of the top concerns in your design. You are able to design in increments and be able to prioritise feature requirements and optimizations. You aim for re-usability in the components with a KISS mentality.",軟體工程師,Senior Backend Engineer,2m - 2.5m TWD Annually,Python|||NodeJS|||Mongo|||Redis,https://meet.jobs/zh-TW/jobs/37483-senior-backend-engineer
統智科技股份有限公司,"
參與大型智慧零售、物流系統的後端設計、開發、維護工作。|||★職缺開啟原因：雲端團隊持續擴編中★|||【必要條件】|||- 對學習新知保持積極|||-具 3年以上後端開發經驗 - 熟 C#、.NET Core|||- 使用 Entity Framework／Dapper／其他相似工具|||- 使用 MSTest／NUnit／xUnit 任一種單元測試框架|||- 使用 版控（Git 優先）|||- 持續重構程式碼的習慣（Clean Code）|||【加分條件選項】|||- 串接 AWS、Azure、GCP 開發經驗 （公司欲推行「雲端服務平台」的教育訓練）|||- 系統架構、程式架構設計經驗／微服務開發經驗|||- Store Procedure 的開發、維護經驗",軟體工程師,【遠距面試優先】C#後端開發工程師,680k - 1.2m TWD Annually,c#.net|||asp.net,https://meet.jobs/zh-TW/jobs/29185-%E9%81%A0%E8%B7%9D%E9%9D%A2%E8%A9%A6%E5%84%AA%E5%85%88c%E5%BE%8C%E7%AB%AF%E9%96%8B%E7%99%BC%E5%B7%A5%E7%A8%8B%E5%B8%AB
以恩資訊,"工作內容：|||1. 數理邏輯能力強，且資訊相關科系畢業或3年以上程式開發經驗。|||2. 熟悉C++, C#及Java(需有實務經驗)。|||3. 對程式設計有高度熱枕，可快速適應不同開發環境，熟悉大型軟體開發流程者尤佳。|||4. 具備創造性思考能力，能善用網路解決問題。|||5. 高配合度，適應團隊合作且抗壓性強，具有良好的溝通協調能力。",軟體工程師,"Senior Product Development Engineer | 資深產品研發工程師 (C++, C#, Java,)",110k+ TWD Monthly,C++|||C#|||JAVA|||軟體開發,https://meet.jobs/zh-TW/jobs/36928-senior-product-development-engineer-%E8%B3%87%E6%B7%B1%E7%94%A2%E5%93%81%E7%A0%94%E7%99%BC%E5%B7%A5%E7%A8%8B%E5%B8%AB-c-c-java
以恩資訊,"工作內容：|||1. 資訊相關科系大專以上畢業, 2年以上工作經驗|||2. 熟Java, JSP, Java Script, AJAX, HTML 等相關網頁技術|||3. 熟悉資料庫與相關開發工具, 熟MS-SQL（Oracle、Mysql 亦熟悉者尤佳）|||4. 與專案經理、客服人員等相關人員配合，協同執行專案|||5. 主動，負責，熱誠|||6. 至少二年以上網頁應用程式開發經驗",軟體工程師,Product Support S/W Engineer | 軟體產品支援工程師,60k+ TWD Monthly,JAVA|||JSP|||JAVA SCRIPT|||AJAX|||HTML|||MS-SQL|||Oracle|||Mysql|||網頁開發,https://meet.jobs/zh-TW/jobs/36930-product-support-sw-engineer-%E8%BB%9F%E9%AB%94%E7%94%A2%E5%93%81%E6%94%AF%E6%8F%B4%E5%B7%A5%E7%A8%8B%E5%B8%AB
以恩資訊,工作內容：|||1. 熟悉Java(需有實務經驗)。|||2. 數理邏輯能力強，且資訊相關科系畢業或3年以上程式開發經驗。|||3. 製造業產線相關系統開發、ERP、API、資料庫相關經驗為佳。|||4. 對程式設計有高度熱枕，可快速適應不同開發環境，熟悉大型軟體開發流程者尤佳。|||5. 具備創造性思考能力，能善用網路解決問題。|||6. 高配合度，適應團隊合作且抗壓性強，具有良好的溝通協調能力。,軟體工程師,Senior Product Development Engineer | 資深產品研發工程師 (Java),70k+ TWD Monthly,JAVA|||軟體開發,https://meet.jobs/zh-TW/jobs/36929-senior-product-development-engineer-%E8%B3%87%E6%B7%B1%E7%94%A2%E5%93%81%E7%A0%94%E7%99%BC%E5%B7%A5%E7%A8%8B%E5%B8%AB-java
ATGENOMIX INC.,"Atgenomix aspires to be a company that derives value-based healthcare outcomes for people that our technologies serve. We believe that a talented team of diversified experiences, innovative and trustworthy culture, and dare-to-dream spirit creates the best products and services.|||Atgenomix software engineering team develops the next-generation computing technologies that change how healthcare systems provide patient-centric and value-based personalized medicine. Our products and services need to handle massive scale of genomic information, and extend well beyond bioinformatics.|||Atgenomix is looking for software engineers who are passionate to create innovative technologies in parallel computing, cloud-scale system design, data hub architecture, machine learning, bioinformatics analytics, large database search, user-centric interface design and more. As a software engineer. We need our engineers to be flexible and versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward. You will grow with the company and advance your career as Atgenomix business scales and grows.",軟體工程師,"Software Engineer, SeqsLab Cloud Platform",1.2m+ TWD Annually,Microsoft Azure|||machine learning|||data structure / algorithm|||REST APIs|||distributed system|||deep learning|||Git|||Linux|||Python|||Scala|||Apache Spark|||Rust|||bioinformatics|||delta lake,https://meet.jobs/zh-TW/jobs/26244-software-engineer-seqslab-cloud-platform
ATGENOMIX INC.,您渴望與一群軟體研發高手共同打造世界級的雲端原生生醫大數據分析運算引擎，您渴望將自己一身所學程式技術運用在改善個人、家人、朋友未來的健康醫療嗎？|||加入亞大基因科技軟體研發團隊，做跟頂尖軟體公司（像Microsoft、Google、Amazon）同等級的軟體研發工作，在這裡您將學到並運用發揮高端程式技術 Apache Spark programming、Actor system programming、functional programming、ML programming等等。,軟體工程師,軟體研發工程師,1.2m+ TWD Annually,scala|||java|||linux|||apache spark|||apache akka,https://meet.jobs/zh-TW/jobs/34458-%E8%BB%9F%E9%AB%94%E7%A0%94%E7%99%BC%E5%B7%A5%E7%A8%8B%E5%B8%AB
愛卡拉 iKala,"-This is a hybrid position, not a 100% remote one-|||【Responsibilities】|||1. Identify and review product requirements, specifications to provide timely and meaningful feedback.|||2. Design, write, execute, and maintain tests for web application and platform APIs.|||3. Estimate, prioritize, plan, and coordinate testing activities with Scrum team members.|||4. Identify, record, document thoroughly and track bugs.|||5. Assess the current set of automation test cases and tools and then make recommendations on our automation strategy.|||6. Execute all components of product testing such as functional, regression and end-to-end testing.|||7. Make recommendations to improve product reliability, performance, and quality.|||8. Stay up-to-date with new testing tools and test strategies.|||9. Work collaboratively with product stakeholders to identify defects, QA process improvements and prepare for the future.|||【Requirements】|||1. Over 5 years of web application, API service or mobile app testing experience.|||2. Experience in writing clear, concise and comprehensive test plans and test cases.|||3. Strong knowledge of software QA methodologies, tools and processes.|||4. Hands-on experience with both white box and black box testing.|||5. Experience working in an Agile/Scrum development process.|||【Pluses】|||1. Experienced in testing EC/ERP/Billing systems.|||2. Experience in Docker, Jenkins, and cloud platform.|||3. Experienced in programming or test automation.|||4. Familiar with DB operation.",軟體工程師,【QA Team】軟體測試工程師 QA Engineer,60k+ TWD Monthly,manual testing|||test case,https://meet.jobs/zh-TW/jobs/39336-qa-team%E8%BB%9F%E9%AB%94%E6%B8%AC%E8%A9%A6%E5%B7%A5%E7%A8%8B%E5%B8%AB-qa-engineer
愛卡拉 iKala,"-This is a hybrid position, not a 100% remote one-|||We are looking for a Site Reliability Engineer (SRE) to make sure our cloud-based commerce platform is up and running and healthy.|||As a SRE for iKala Commerce, you will be responsible for everything from our cloud infrastructure and operating systems to developing tools for code deployment and service monitoring. You will also review our code and system design and partner with developers to build our applications.|||The SRE role is an integral member of our product development team. You will be a part of the team that makes crucial decisions about how to manage and scale complex, high-performance distributed systems. You will also provide your own perspective on our backend systems and constantly develop innovative ways to improve the way we manage the underlying infrastructure. Our ideal candidate should be able to develop applications on his/her own, but more eager to accelerate the whole team by building systems to improve performance and operational efficiency.|||Ultimately, you should be involved in all stages of software development to define and improve our SLOs, SLAs & SLIs.|||Our current tech stack include:|||GCP, Kubernetes, Helm, Terraform, Stackdriver, Grafana, Prometheus, Elastic.|||【Responsibilities】|||1. Designing & implementing infrastructure for collecting metrics, crunching data and improving service monitoring to detect problems before they're visible to our customers.|||2. Building systems to automate our server lifecycle, from configuration management, CI/CD to server bootstrap and decommission.|||3. Troubleshooting, performing root cause analysis, and resolving production issues from the application and network layers all the way down to the system level.|||4. Participating in solution design and advising other developers when building new features so that they're scalable, maintainable, and performing well.|||5. Improving the observability of our applications through monitoring, alerting, logging, tracing and profiling, and building such observability features into a common platform.|||6. Practicing sustainable incident response and blameless postmortems.|||7. Proactively identifying and reducing issues through design, testing, and implementation of software-based solutions.|||【Requirements】|||1. BS/MS degree in Computer Science, Engineering or equivalent practical experience.|||2. 3+ years with UNIX/Linux systems.|||3. 1+ years of experience in software development, and familiar with shell script or one particular language.|||4. 3+ years of experience operating and building software in cloud environments including GCP or AWS.|||5. Experience in system / relational database administration.|||6. Experience with configuration management software such as Terraform, Ansible, Puppet, or Chef.|||7. 1+ years of production experience with Docker & Kubernetes.|||More Info>>>https://www.ikala.tv",軟體工程師,【iKala Commerce】網站可靠性工程師 Site Reliability Engineer,70k+ TWD Monthly,Devops|||Site Reliability Engineer|||Communications|||Platform,https://meet.jobs/zh-TW/jobs/39199-ikala-commerce%E7%B6%B2%E7%AB%99%E5%8F%AF%E9%9D%A0%E6%80%A7%E5%B7%A5%E7%A8%8B%E5%B8%AB-site-reliability-engineer
Splashtop Inc.,前端工程師將與後端工程師、設計師、產品經理或其他夥伴組成跨職能團隊，針對遠端桌面、遠端連線服務的後台支援系統各項機能，翻新設計、改進用戶體驗，並根據不同產品線的需求完成新功能的實作，包含各類權限管理、批量操作、排程與更新機制，並處理記錄讀寫和視覺化的呈現。|||除了滿足產品面向的需求外，也投入持續性工程，以利後續開發和維護，累積創新能量：|||設定環境，包含硬體軟體方面，能夠了解日常開發所需的知識，以及運用日常溝通所用的工具。|||實作一些粒度較小的元件、功能比較明確的模組，以及可以了解整體程式碼架構的改良或償債計畫。以期能夠往握開發上的脈絡，掌握基本的產品線。|||與其他成員一起協作一個完整性功能的開發，希望前面累積下來的經驗能夠跟設計師、工程師、產品經理，以及其他積極參與的夥伴一起進行產品的發想與定義，並給予建設的回饋。|||了解了產品迭代週期之後，可以獨立處理一個完整功能性的開發，能夠判斷、釐清規格上較為模糊之處，釐清，並決定採用怎麼的技術去克服困難，並在一次次的過程中找到推動事物持續前進的方法。|||了解當代的 JS 標準ESCMAScript 2015之後每年更版帶來的新特性，熟悉babel出現後的 JS 編譯打包方式， 也需要有React.js開發和在其生態系中打滾的經驗，這是因為我們是基於Next.js和Typescript進行開發。|||其他技術選擇如下：|||由於組織架構扁平，我們也注重團隊合作、人際溝通，在互相切磋下，發揮回饋並解決問題的能力。基於這樣的文化脈絡，對於使用新技術的態度為『小幅度實驗，驗證可能性後加以擴展和推廣』，期待能編織出我們自己的最佳實踐。,軟體工程師,Frontend Engineer / React Developer,1000k - 1.8m TWD Annually,JavaScript|||React.js|||HTML5 & CSS3|||Typescript|||TypeScript and ReactJS,https://meet.jobs/zh-TW/jobs/30140-frontend-engineer-react-developer
Stack Developer (1.2M,"1. 公司內部平台後端 API & 新功能開發|||2. 軟體的重構 & 補測試|||3. 效能優化 (DB, Code, Cache)|||4. 處理跟 Production 相關事務 (使用 AWS/GCP)|||1. 一頁商店 (開店平台)|||2. 火箭快遞 (物流資訊平台)|||3. 公司內部流程平台 EIP 系統|||(我們會依照屬性將人配置在其中特定專案中，不會調來調去導致適應不良，請放心唷)|||如果你想更了解這家公司，未來的老闆是怎麼樣的人|||可以先去看看我們的頻道，老闆也是工程師轉職做電商|||可選擇高雄＆新北上班",軟體工程師,Senior Ruby on Rails Full,1.2m - 1.8m TWD Annually,Ruby on Rails|||OOP|||SA|||System design|||AWS|||MySQL|||Deployment|||Memcached|||Ubuntu|||Webpack|||Vue,https://meet.jobs/zh-TW/jobs/39441-senior-ruby-on-rails-full-stack-developer-12m-18m-%E5%B9%B4%E8%96%AA
2.5M 年薪),1. 有創業思維的工程師：能快速反應、快速實踐、快速嘗試|||2. 有產品思維的工程師：在方方面面能考慮到客戶怎麼使用，在沒有 UI 設計師的前提下就能先做出一個 70 分的功能|||3. 超越教條的工程師：經驗豐富到能超越框架、超越教條，掌握穠纖合度的軟體開發信仰|||1. 帶領 Ruby on Rails Full stack 團隊協作開發專案|||2. 跟 PO 討論開發需求＆建立穠纖合度的高速迭代的開發流程|||3. 適當導入工具協助開發效率|||4. 制定系統架構＆Code Review 等工作|||1. 一頁商店 (開店平台)|||2. 火箭快遞 (物流資訊平台)|||3. 公司內部流程平台 EIP 系統|||(我們會依照屬性將人配置在其中特定專案中，不會調來調去導致適應不良，請放心唷)|||如果你想更了解這家公司，未來的老闆是怎麼樣的人|||可以先去看看我們的頻道，老闆也是工程師轉職做電商|||可選擇高雄＆新北上班,軟體工程師,Senior Tech Lead for Ruby on Rails Team (1.5M,1.5m - 2.5m TWD Annually,Ruby on Rails|||MySQL|||AWS Services|||Scrum|||Project Management|||Webpack|||OOP|||SA,https://meet.jobs/zh-TW/jobs/39442-senior-tech-lead-for-ruby-on-rails-team-15m-25m-%E5%B9%B4%E8%96%AA
1.8M / 年薪) 合作順利可轉 Remote,新功能開發,軟體工程師,[高雄市] Senior Ruby on Rails Developer (1.2M,1.2m - 1.8m TWD Annually,Ruby on Rails|||OOP|||SA|||System design|||AWS|||MySQL|||Deployment|||Memcached|||Ubuntu,https://meet.jobs/zh-TW/jobs/39443-%E9%AB%98%E9%9B%84%E5%B8%82-senior-ruby-on-rails-developer-12m-18m-%E5%B9%B4%E8%96%AA-%E5%90%88%E4%BD%9C%E9%A0%86%E5%88%A9%E5%8F%AF%E8%BD%89-remote
愛卡拉 iKala,"-This is a hybrid position, not a 100% remote one-|||【Responsibilities】|||1. Build and develop Customer Data Platform on GCP which is an enterprise-level product including big data pipeline, data governance and machine learning system.|||2. Lead software engineering including architecture design, database design, infrastructure selection and programming language selection.|||3. Deep dive into business and product requirements and be able to balance among features, costs, engineering quality.|||4. Participate in activities related to build and maintain the product such as system design, development, design reviews, code reviews, troubleshooting, etc.|||5. Coach and mentor team members from various functional backgrounds such as backend, web etc.|||【Requirements】|||1. Familiar with at least one cloud platform such as GCP, AWS, Azure, etc.|||2. Familiar with at least one programming language such as Golang, Python, etc.|||3. Expertising in the software development lifecycle process, including analysis and design, APIs, development tools and technologies, release and version control, contemporary testing methodologies, and deployment management.|||4. Strong understanding of database design, RESTful API design, distributed systems, integrations, microservices, and DevOps.|||【Pluses】|||1. Experience in big data products such as customer data platforms.|||2. Experience in both GCP and AWS.|||3. Familiar with Kubernetes, Helm, Prometheus.|||4. Experience in building, improving and involving in processes of the organization such as hiring, onboarding etc.|||5. Experience as a tech lead, architect or equivalent.|||more info>>>https://ikala.tv",軟體工程師,【CDP Team】首席 / 主任軟體工程師 Principal / Staff Software Engineer,130k+ TWD Monthly,Golang|||python|||RESTful APIs|||DevOps,https://meet.jobs/zh-TW/jobs/33100-cdp-team%E9%A6%96%E5%B8%AD-%E4%B8%BB%E4%BB%BB%E8%BB%9F%E9%AB%94%E5%B7%A5%E7%A8%8B%E5%B8%AB-principal-staff-software-engineer
oak linking inc.,工作職責 :|||1、理解項目的背景和目標，深入理解項目的邏輯|||2、對項目開發目標進行技術選型和決策，給出具體技術方案|||3、對項目實現給出評估和完整排期|||4、開發實現產品，對新有的業務項目提供技術支持|||經歷需求:|||1、三年以上工作網站開發或web應用開發經驗，熟悉LAMP環境的開發|||2、了解LINUX的基本使用和操作|||3、有在互聯網企業、網路遊戲開發團隊工作經驗優先|||4、有大量開發架構設計者優先|||5、有大量數據處理經驗優先|||🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻|||工作時間: 09:00-18:30，周休二日+菲律賓當地法定假期|||其他福利 :|||餐補 12600 PESO / 月|||宿舍，若外宿提供租房津貼(試用期即可領取)|||醫療補貼|||機票補貼|||部門旅遊津貼|||部門聚會補貼|||13薪,軟體工程師,PHP 工程師(需駐海外),20k - 40k CNY Monthly,PHP|||Linux|||Python|||HTML,https://meet.jobs/zh-TW/jobs/39404-php-%E5%B7%A5%E7%A8%8B%E5%B8%AB%E9%9C%80%E9%A7%90%E6%B5%B7%E5%A4%96
iCHEF,1. 與產品部門溝通並確認程式開發流程與細節|||2. 規劃功能架構及開發時程|||3. 開發具備穩定、好維護、可測試的產品|||4. 理解舊有程式架構，並從中尋找並修正問題|||5. 帶領團隊持續研究、分享、學習最新的技術|||1. 熟悉 Swift 與 Objective-C Fundamental。|||2. 熟悉 XCUnitTest 與測試手法，如 Mock、Stub、Dependency Injection 等，了解如何設計可測試的程式架構。|||3. 熟悉 Multi-thread 的實作與操作方法，知道如何避免操作 Multi-thread 帶來的風險。|||4. 曾經使用 Database (如: SQLite、CoreData、Realm、Firebase 等)的經驗。|||5. 熟悉 MVC、MVVM、Viper 等軟體架構，並了解架構帶來的好處與壞處。|||6. 熟悉 Object Oriented Programming 與 Protocol Oriented Programming 的概念，了解如何設計具備高效、可靠、安全、可讀、可測試、易維護的軟體架構。|||7. 熟悉 Git 操作。|||8. 對程式設計具有高度熱忱，樂於學習分享。|||9. 具備多人協作的開發經驗。|||1. 具有使用 React-like Framework 的經驗，了解 Functional Programming 的概念。|||2. 具有使用 CoreData 的經驗，了解 Manage Object Context 的操作方法與流程。|||3. 具有設計 SDK 的經驗，了解一個好的 SDK 該具備的各種條件。|||4. 曾經維護過 Jenkins 與 Fastlane，了解如何使用與維護 CI / CD Server。|||5. 具有實作 Socket 的經驗|||6. 具有使用 GraphQL 的經驗|||7. 具有處理金錢計算的經驗|||8. 熱衷參與社群，樂於分享技術與經驗。,軟體工程師,資深 iOS 工程師,90k - 110k TWD Monthly,objective-C|||swift|||CI/CD|||MVVM|||XCUnitTest,https://meet.jobs/zh-TW/jobs/39408-%E8%B3%87%E6%B7%B1-ios-%E5%B7%A5%E7%A8%8B%E5%B8%AB
JKOPAY 街口電子支付股份有限公司,,軟體工程師,【Free Talk】街口支付 JKOPAY 自由交流,0+ TWD Annually,,https://meet.jobs/zh-TW/jobs/37509-free-talk%E8%A1%97%E5%8F%A3%E6%94%AF%E4%BB%98-jkopay-%E8%87%AA%E7%94%B1%E4%BA%A4%E6%B5%81
