company_name,jd,job_title,salary,skill_cata_tag,url
四零四科技股份有限公司,"
依部門設定之目標及需求, 妥善利用資源, 在指定時間內產出符合預期之硬體產品。|||擁有以下人格特質尤佳:|||- 人際溝通協調能力|||- 責任感|||- 嚴謹度|||- 執行力",硬體研發專案主任工程師 (ID: 2200BQ),1.1m+ TWD Annually,,https://meet.jobs/en/jobs/39097-%E7%A1%AC%E9%AB%94%E7%A0%94%E7%99%BC%E5%B0%88%E6%A1%88%E4%B8%BB%E4%BB%BB%E5%B7%A5%E7%A8%8B%E5%B8%AB-id-2200bq
Meet.Jobs,＊如具備多項加分條件，薪資可突破上限。,Frontend Engineer | 前端工程師,40k - 60k TWD Monthly,React.js|||Frontend|||Node.js|||Express|||Front,https://meet.jobs/en/jobs/39249-frontend-engineer-%E5%89%8D%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%AB
以恩資訊,"1. 3年以上專案導入經驗|||2. 擔任PreSelling及產品導入工作|||3. 需與客戶、內部技研發單位溝通, 確保專案順利完成。|||4. 對客戶進行顧問式介紹產品, 協助客戶完善產品應用情境。|||5. 具備製造業生產管理、ERP、MES等相關軟體應用經驗",Project Manager (Smart Manufacturing product) | 智慧製造產品專案經理,120k+ TWD Monthly,專案管理|||產品介紹及解說銷售|||溝通能力|||企業資源規劃管理(ERP)|||MES|||Project Management,https://meet.jobs/en/jobs/36934-project-manager-smart-manufacturing-product-%E6%99%BA%E6%85%A7%E8%A3%BD%E9%80%A0%E7%94%A2%E5%93%81%E5%B0%88%E6%A1%88%E7%B6%93%E7%90%86
"North CO.,Ltd Taiwan","As a Human Resource Manager, you need to be thoughtful, meticulous, and have a thorough understanding of our team in order to ensure that the team can function properly.|||Don’t hesitate! Join our team and bring the department to the next level!|||HR Functions:|||Requirements",Human Resource Manager(Philippines),65k - 85k PHP Monthly,Microsoft Office,https://meet.jobs/en/jobs/39206-human-resource-managerphilippines
統智科技股份有限公司,"
參與大型智慧零售、物流系統的後端設計、開發、維護工作。|||★職缺開啟原因：雲端團隊持續擴編中★|||【必要條件】|||- 對學習新知保持積極|||-具 3年以上後端開發經驗 - 熟 C#、.NET Core|||- 使用 Entity Framework／Dapper／其他相似工具|||- 使用 MSTest／NUnit／xUnit 任一種單元測試框架|||- 使用 版控（Git 優先）|||- 持續重構程式碼的習慣（Clean Code）|||【加分條件選項】|||- 串接 AWS、Azure、GCP 開發經驗 （公司欲推行「雲端服務平台」的教育訓練）|||- 系統架構、程式架構設計經驗／微服務開發經驗|||- Store Procedure 的開發、維護經驗",【遠距面試優先】C#後端開發工程師,680k - 1.2m TWD Annually,c#.net|||asp.net,https://meet.jobs/en/jobs/29185-%E9%81%A0%E8%B7%9D%E9%9D%A2%E8%A9%A6%E5%84%AA%E5%85%88c%E5%BE%8C%E7%AB%AF%E9%96%8B%E7%99%BC%E5%B7%A5%E7%A8%8B%E5%B8%AB
以恩資訊,"*工作地點可在台中、台北|||1. 5年以上專案導入經驗|||2. 擔任PreSelling及產品導入工作|||3. 需與客戶、內部技研發單位溝通, 確保專案順利完成。|||4. 對客戶進行顧問式介紹產品, 協助客戶完善產品應用情境。|||5. 具備資安軟體應用經驗",Project Manager(Information security product) | 資安產品專案經理,90k+ TWD Monthly,專案管理|||產品介紹及解說銷售|||溝通能力|||product management,https://meet.jobs/en/jobs/36933-project-managerinformation-security-product-%E8%B3%87%E5%AE%89%E7%94%A2%E5%93%81%E5%B0%88%E6%A1%88%E7%B6%93%E7%90%86
以恩資訊,工作內容：|||1. 熟悉Java(需有實務經驗)。|||2. 數理邏輯能力強，且資訊相關科系畢業或3年以上程式開發經驗。|||3. 製造業產線相關系統開發、ERP、API、資料庫相關經驗為佳。|||4. 對程式設計有高度熱枕，可快速適應不同開發環境，熟悉大型軟體開發流程者尤佳。|||5. 具備創造性思考能力，能善用網路解決問題。|||6. 高配合度，適應團隊合作且抗壓性強，具有良好的溝通協調能力。,Senior Product Development Engineer | 資深產品研發工程師 (Java),70k+ TWD Monthly,JAVA|||軟體開發,https://meet.jobs/en/jobs/36929-senior-product-development-engineer-%E8%B3%87%E6%B7%B1%E7%94%A2%E5%93%81%E7%A0%94%E7%99%BC%E5%B7%A5%E7%A8%8B%E5%B8%AB-java
Splashtop Inc.,"Splashtop is a SaaS company offering industry-leading remote access / support services, one-to-many video conferencing, and mobile mirroring apps.Our product range covers multiple platforms (Windows, macOS, iOS, Android) and is highly regarded in the IT and education community (see: www.splashtop.com and www.mirroring360.com, or look for Splashtop in App Store / Google Play).|||1. Perform outbound calls to potential customers trialing Splashtop services.|||2. Develop and maintain relations with potential customers.|||3. Encourage customers to buy Splashtop products by matching customer requirements with suitable Splashtop products and services.|||4. Advise prospective and current customers by answering questions and addressing their concerns about purchased products.|||5. Collect and track customer feedback and forward them to the right internal channels.|||6. Provide suggestions for product improvement.|||Foreign residents are welcomed.|||• Flexible working hours|||• Leave policies superior to statutory requirements. (First year 10 days paid annual leaves)|||• 1-day paid birthday leave|||• Height adjustable office workstations for employees|||• English course, workplace massage and refreshments are provided|||• Labor Insurance, national Health Insurance and group insurance|||• Annual health checkup|||• Travel allowance|||• Cash gift for employees’ birthday|||• Year-end banquet and Christmas party|||• Employee gathering lunch once per month|||• Employee club activity subsidy",Sales Development Representative,700k+ TWD Annually,business development,https://meet.jobs/en/jobs/28181-sales-development-representative
智鈦星平台服務有限公司,*負責公司Android APP開發及更新維護。|||1. 與開發團隊配合執行專案APP之開發、維護及後續優化。|||2. 依照專案規劃，共同討論並評估任務時程。|||3. 跨部門合作開發上所需項目。|||3. 其他主管交辦任務。|||1. 帶領、訓練同組內部同仁，並適當給予協助。|||2. 統合組內狀況、問題並反饋予相關需求方或單位。|||3. 與PM溝通討論，評估合理性及規劃專案時程。|||4. 達成主管給予團隊之目標。|||【需求條件】|||擅長工具：|||【加分條件】|||1. 3~5年以上網路科技公司開發經驗。|||2. 有平台軟體開發經驗或手遊開發經驗佳。|||【期望技術】|||1. 具備高度開發、調整、編碼優化能力。|||2. 熟多線程、SQLite數據庫與精通Android UI庫。|||3. 能暸解對象用戶設計原則。|||4. 擅長複雜UI之性能優化。|||5. 暸解Android下網路通信機制，對Scoket、TCP/IP、http/https及Json/XML具一定程度。,【Android 開發工程師/組長】 Android Developer Junior/Senior,700k - 1.4m TWD Annually,SQLite|||Scoket|||TCP/IP|||Android UI|||Json|||XML,https://meet.jobs/en/jobs/27064-android-%E9%96%8B%E7%99%BC%E5%B7%A5%E7%A8%8B%E5%B8%AB%E7%B5%84%E9%95%B7-android-developer-juniorsenior
Oursky Limited,We’re hiring a |||for the two products:|||and|||. Read more about the products and Oursky at|||.|||We’re looking for Customer Success to delight our customers with their product expertise and in-depth understanding of customers’ business requirements.|||Join us if you are passionate about technology and enjoy talking with people!,Customer Success,54k - 78k TWD Monthly,presentation and communication skills|||fluent english|||relationship management,https://meet.jobs/en/jobs/36489-customer-success
Ocard_奧理科技股份有限公司,"【關於Ocard】|||我們是由一群平均年齡低於30歲的年輕人組成，快速發展中的新創公司，希望透過我們的創意與技術，讓這個世界變得更美好。|||在Ocard快速發展下，我們正在尋找一位Devops工程師。規劃並打造自動化的流程，讓工程團隊上工作上可以更有效率。如果你對Saas產業有興趣，歡迎投遞履歷與我們分享你的經歷。|||【你需要做的事】|||1. 打造自動化流程(CI/CD)|||2. 協助開發團隊導入新的雲端應用服務|||3. 產品系統環境建置與管理，監控系統效率及穩定性並分析解決各種維運問題|||4. 導入DevOps相關工具, 提升公司技術的競爭力與效率優化|||【你需要具備的條件】|||1. AWS 服務開發經驗|||2. 2年以上的維運工程師經驗。|||3. Docker、Gitlab、 CI/CD管理維運經驗。|||謝謝你用心的準備履歷|||我們會盡快看你的履歷並安排適合者面談,若不符合者也不另做通知,感謝你的體諒!",【Ocard顧客經營管家】Devops工程師(擴編招募中),800k - 1m TWD Annually,gitlab|||CI / CD|||Docker,https://meet.jobs/en/jobs/39190-ocard%E9%A1%A7%E5%AE%A2%E7%B6%93%E7%87%9F%E7%AE%A1%E5%AE%B6devops%E5%B7%A5%E7%A8%8B%E5%B8%AB%E6%93%B4%E7%B7%A8%E6%8B%9B%E5%8B%9F%E4%B8%AD
2M (年薪),如果團隊覺得有機會合作，會於10個工作天內連繫您。|||若不符合的面試者，將不另行通知。|||，共有3階段|||第一階段，由人資與您面試|||第二階段，由技術長針對技術面與您面試|||第三階段，由執行長與您面試(英文對話)|||◆ 平衡生活與工作|||◆ 保險福利|||◆ 休閒福利|||◆ 舒適工作環境,[資深] 數據工程師 Senior Data Engineer  NT$ 1.2M,100k - 150k TWD Monthly,ec2|||SQL|||PostgreSQL|||Big Data,https://meet.jobs/en/jobs/32238-%E8%B3%87%E6%B7%B1-%E6%95%B8%E6%93%9A%E5%B7%A5%E7%A8%8B%E5%B8%AB-senior-data-engineer-nt-12m-2m-%E5%B9%B4%E8%96%AA
(220037),"Purpose of this Position：|||依部門設定之目標及需求，妥善利用資源，在指定時間內產出符合預期之EMC/Safety解決方案。|||Major Areas of Responsibility：|||內部流程|||- 執行產品開發中EMC/Safety的規格評估、設計、測試驗證與相關法規認證流程。|||- 確實執行工作流程，並對流程持續提出改善建議。|||- 與團隊成員協作，達成專案目標。|||客戶滿意|||- 依據公司目標與產品部的需求，設計品質良好且容易量產的EMC/Safety解決方案。|||- 與產品部合作，提供適當的資料與建議。|||- 積極協助解決客戶服務部提出的客戶問題。|||學習與成長|||- 依部門發展目標，執行自我能力提升之教育訓練計畫。|||跨部門協調|||- 透過溝通協調解決內部與跨部門之問題，如與各單位合作完成硬體維護、客戶服務、生產測試方式改善等工作。|||Minimum Job Requirements：|||- Education：大學(含)以上。|||- Language：中文,英文(TOEIC:470 以上者佳)|||- Experience：|||1. 8年以上電腦產品之EMC規格評估、設計、測試、除錯與法規取證經驗。|||2. 熟悉工業產品領域EMC法規標準，如EN55032/35、EN 50155、EN 60945、IEC 61850-3、DNV、IEC 61000-4…等標準。|||3. 熟悉EMC測試流程與設備操作，如RE、CE、Surge、EFT、ESD、CS、RS…等測試設備。|||4. 熟悉EMC對策所使用的零件特性。|||Purpose of this Position：|||負責、主動、誠實、有熱忱、有執行力及跨部門溝通協作能力",EMC專案主任工程師,1.1m+ TWD Annually,,https://meet.jobs/en/jobs/39278-emc%E5%B0%88%E6%A1%88%E4%B8%BB%E4%BB%BB%E5%B7%A5%E7%A8%8B%E5%B8%AB-220037
愛卡拉 iKala,"【Responsibilities】|||1. Build and develop Customer Data Platform on GCP which is an enterprise-level product including big data pipeline, data governance and machine learning system.|||2. Debug production issues across services and levels of the stack.|||3. Communicate technical decisions through design docs, tech talks, and code reviews.|||4. Participate in our agile processes, working towards, and contributing to, the goals and vision of our roadmap.|||5. Collaborate with product, design, engineers (frontend, backend), and business development teams to find innovative solutions to problems.|||【Requirements】|||1. Experience in GCP or AWS.|||2. Experience in Kubernetes, Helm, or Prometheus.|||3. Experience with relational databases or NoSQL databases.|||4. Experience with Git and Git flow.|||5. Experience with the concept of RESTful.|||【Pluses】|||1. Familiar with Golang.|||2. Experience in big data products such as customer data platforms.|||3. Familiar with BigQuery.|||4. Experience in building, improving and involving in processes of the organization such as hiring, onboarding etc.|||more info>>>https://ikala.tv",【CDP Team】資深後端工程師 Senior Backend Engineer,130k+ TWD Monthly,Git|||GCP|||AWS|||Kubernetes|||relational databases|||NoSQL databases|||Helm|||Prometheus|||RESTful,https://meet.jobs/en/jobs/35097-cdp-team%E8%B3%87%E6%B7%B1%E5%BE%8C%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%AB-senior-backend-engineer
玩美行動股份有限公司,1.負責產品UI海外本地化|||2.依產品的階段性目標，持續維護及優化產品設計|||3.制定設計規範、使用者介面，與產品PM配合溝通產出|||4.適度支援平面視覺設計|||5.切版及套圖|||必備條件|||－設計、多媒體、UI等相關科系畢業|||－具備切版能力出圖，與PM及工程團隊協作|||－熟悉Android/iOS Guideline設計準則|||－1年以上實務經驗，實際參與設計並上線的APP產品|||－熟悉Figma軟體，能善用元件庫與其他夥伴一起工作|||－了解用戶研究方法釐清需求、定義產品服務規格並迭代更新|||－對平面佈局、色彩搭配有一定理解，注重用戶體驗|||－熱衷研究UI設計和UX趨勢,UI/UX設計師,700k+ TWD Annually,Figma|||Adobe Photoshop|||Illustration|||Material Design Guideline|||UIUX|||平面設計,https://meet.jobs/en/jobs/39276-uiux%E8%A8%AD%E8%A8%88%E5%B8%AB
Splashtop Inc.,"
As an Outbound Sales Development Representative, you will support and execute the regional strategy. Through outbound prospecting efforts via social, email and cold calling efforts, you generate interest at potential new customers which results demos for account executives supporting towards revenue growth and expanding Splashtop’s footprint. Your role is to lay the foundation for Splashtop sales by engaging with prospects to helping them understand the value we bring to their organization by sharing industry specific demonstrated business outcomes with the goal of moving them into the sales process.|||In this role, you are Splashtop’s first point of contact, you play a key role in building the brand, creating a great first impression, and building momentum for not only the sales team but the company as a whole.|||The key responsibilities of this role will require you to:|||- Creating and prioritizing strategic target account lists with Account Executives.|||- Create new business opportunities by scheduling demos for the account executives through effective outbound efforts which is through cold calling, email and social platforms.|||- Enthusiastically working on outbound activities, representing the company in a highly professional manner.|||- Successfully and accurately answering prospect questions and providing appropriate additional information to the Account Executives.|||- Become familiar with Splashtop's core products and be able to describe product details to gauge the best-fit solution.|||- Understanding potential customers’ use case and advising them on how Splashtop products can help them in their environment.|||- Logging of all activities and summaries of prospect interactions into salesforce.|||- Actively manage sales channels by tracking and following-up on opportunities scheduled to drive to customer commitment and achieve and exceed targets.|||- Working closely with the Marketing and Communication department in order to build campaigns that ensure lead quality and quantity.|||- Actively drive sales to develop new opportunities within your assigned territory and collaborate with other sales & marketing teams to ensure growth attainment.|||- Forecast, track and report on key account metrics, designing and implementing innovative solutions to improve specific results.|||- 1-2 years of customer-facing work experience (Sales and/or SaaS experience is a +)|||- Proven prospecting and social selling skills (cold calling, email, social)|||- Excellent written and verbal communication skills plus the ability to build professional rapport quickly by phone with all levels of stakeholders|||- You must be competitive, self-motivated, and have the desire for rapid career advancement|||- Demonstrated ability to communicate, present and influence credibly and effectively at all levels of the organization, including executives and C-level in the mid-market sized organizations|||- Excellent organizational and time management skills|||- Strong interest in a sales career with friendly and helpful attitude|||- A team player capable of working within a collaborative environment|||- Experience in selling IT solutions is a big advantage|||- Customer centric mindset. Everything we do is to support our prospects and customers to the best of our ability. We go above and beyond to deliver them the best quality of service possible.|||- Result oriented. We are relentless in the pursuit of our goals. We are goal-oriented and experiment in a measured way to learn through experience. We are committed to continuous, iterative improvement for our customers and ourselves.|||- Entrepreneurial spirit.",Outbound Sales Representative,700k+ TWD Annually,"Good English is base, Germany ,Spainish and France is plus",https://meet.jobs/en/jobs/26130-outbound-sales-representative
SEEKTOP,1.熟悉 kotlin / java/ MVVM，2年以上的Android開發工作經驗。|||2.熟悉常用的數據結構和算法，完整經歷過上線的Android App的開發。|||3. 熟悉Android SDK，對Android各個組件和機制靈活運用，能夠實現性能優良、可複用的組件。|||4.熟悉Android框架及各種特性，熟悉面向對象編程，理解設計模式等。|||5.熟悉網絡編程、安卓UI框架及相關開發工具。|||6..具備良好的學習能力、溝通能力，能夠指導他人工作。|||7.工作積極主動，有強烈的責任感和嚴謹的工作作風，對移動產品有濃厚興趣。|||8.具有出色的問題解決和分析能力，較強的溝通和書面能力。|||9.了解結算系統優先。,Android軟體開發工程師( 可接受遠端辦公 ),90k - 160k TWD Monthly,Java|||Kotlin,https://meet.jobs/en/jobs/30059-android%E8%BB%9F%E9%AB%94%E9%96%8B%E7%99%BC%E5%B7%A5%E7%A8%8B%E5%B8%AB-%E5%8F%AF%E6%8E%A5%E5%8F%97%E9%81%A0%E7%AB%AF%E8%BE%A6%E5%85%AC
Ocard_奧理科技股份有限公司,"【關於Ocard】|||我們是由一群平均年齡低於30歲的年輕人組成，快速發展中的新創公司，希望透過我們的創意與技術，讓這個世界變得更美好。|||在Ocard快速發展下，希望能透過我們的數據分析服務到更多客戶，因此我們正在尋找優秀的資料工程師將前端取得的數據資料進行清理並整理。藉由不斷的數據迭代讓產品變得更好、也讓Ocard內部容易取得各種資料輔助決策，落實數據驅動文化。|||如果你對從數據中分析找到解答有成就感或對埋沒在數據資料中有熱情|||都歡迎專業的你投遞你的履歷讓我們認識你~|||【你需要做的事】|||將系統取得的資料進行清洗並統整|||與工程團隊合作，規劃整理大數據再進行視覺化呈現|||將新的開發技術、創新的想法引入團隊，建立更大的影響力|||【你需要具備的條件】|||1. 一年以上數據處理相關經驗|||2.. 熟悉關聯式資料庫與SQL語法|||3. 良好的團隊溝通能力，對資料有洞察力以及程式開發熱忱|||謝謝你用心的準備履歷|||我們會盡快看你的履歷並安排適合者面談,若不符合者也不另做通知,感謝你的體諒!",【Ocard顧客經營管家】資料工程師(擴編招募中),800k - 1m TWD Annually,MySQL|||數據分析,https://meet.jobs/en/jobs/39189-ocard%E9%A1%A7%E5%AE%A2%E7%B6%93%E7%87%9F%E7%AE%A1%E5%AE%B6%E8%B3%87%E6%96%99%E5%B7%A5%E7%A8%8B%E5%B8%AB%E6%93%B4%E7%B7%A8%E6%8B%9B%E5%8B%9F%E4%B8%AD
愛卡拉 iKala,"【工作內容】　|||1. 對市場與客戶的需求，規劃出雲端上的最佳產品或解決方案，其中可能包含了AWS/GCP與第三方合作夥伴的服務。|||2. 從市場與競爭產品分析，到新技術研究評估、需求訪談到客戶提案，了解客戶專案執行情況，確認符合及達成客戶需求。|||3. 規劃AWS/GCP產品管理、銷售方案與流程制定、大型客戶售前評估、專案與商模損益評估、關鍵客戶管理、自有帳務平台功能規劃、教育訓練、內部流程優化、跨部門協調等事宜。|||4. 基於公司營運目標擬訂產品年度計畫(QBP)與預算(Rev,PPF,PSF…)，定期追蹤並提出改善措施。|||5. 專案管理:各類型專案管理，自需求訪談、可行性評估、損益評估、進度追蹤到執行後成效追蹤。|||6. Cloud Billing Portal帳務平台:與開發部門協作，確認符合原廠帳務計算邏輯並結合公司銷售商模進行規 劃，同時監督開發進程與功能測試，再與需用部門定期訪談，追求更好的用戶體驗。|||7. 業務流程建立與優化:為能承接大型與SMB等客戶之合作要求，制訂/修改內部流程如一般進件流程、VIP進件流程、多對一&一對多服務模式等。|||8. 原廠Program執行: 全盤掌握原廠新年度規則、新增或變更狀況與申請流程，並定期追蹤生效結果來做損益評估。|||【職務需求】|||1. 兩年以上Cloud或資通訊相關產品經理或Product Consultant相關工作經驗。|||2. 能獨立工作並達成團隊目標。|||3. 良好的溝通能力、喜歡與人接觸、反應快、理解力強。|||4. 具備至少以下一項領域知識：數據分析、資訊安全、人工智慧、智慧製造、醫療、交通、金融科技。|||【加分項目】|||1. 具相關銷售經驗者。|||2. 具業務開發經驗者。|||3. 產品行銷管理或有技術背景尤佳。|||4. 具有 AWS 或 Azure 或 GCP 證照(Crenditial / Associate )。|||更多資訊>>>https://ikala.tv/zh-tw/",【iKala Cloud】產品經理 Product Manager,50k+ TWD Monthly,Product consultant|||good communication,https://meet.jobs/en/jobs/33309-ikala-cloud%E7%94%A2%E5%93%81%E7%B6%93%E7%90%86-product-manager
玩美行動股份有限公司,負責美圖秀秀、美顏相機、WINK…等APP在海外市場的商務合作洽談，主要包含設計師/藝術家/攝影師聯名合作、版權字體/音樂採購、KOL/KOC合作…等，若你對美感和設計有一定要求，且擁有良好的語言溝通能力，歡迎加入我們!|||-針對商務拓展，管理合作名單和擬訂策略計畫|||-梳理合作流程，建立並優化SOP|||-彙集各部門需求，尋找適合的合作夥伴，達成訂閱增長目標|||-熟悉至少一款設計編輯軟體，有審美基礎，對設計素材有鑑別能力|||-英文能力佳，需具備議價談判能力|||其他條件|||1.擅長跨部門溝通，整合資源|||2.積極主動適應力強，自我要求高|||3.熟悉美圖或其他影像後製修圖類APP|||4.有海外留學背景者優先評估,海外商務運營,700k+ TWD Annually,excel|||word|||組織|||專案管理|||專案規劃執行╱範圍管理|||資料整合,https://meet.jobs/en/jobs/39277-%E6%B5%B7%E5%A4%96%E5%95%86%E5%8B%99%E9%81%8B%E7%87%9F
愛卡拉 iKala,"【Responsibilities】　|||1. Participate the whole product development process and put design into practice for the best user experience.|||2. Build web applications with designed architecture with high-quality, clean, maintainable code.|||3. Dare to challenge thoughts, design and requirement with facts and numbers for a better product result.|||4. Be a missionary contributor and a reliable teammate for all peers in the team, e.g. designers, engineers, QA and PM.|||5. Keep growing yourself and willing to share with all the peers.|||【Requirements】|||1. Experience in React.js/Vue for 5 years+.|||2. Familiar with Typescript and Modern JavaScript.|||【Pluses】|||1. Experience in React Native.|||2. Backend development experience is a strong plus (a full stack position can be negotiated by your skills and competence).|||3. Experience in browser plugin.|||4. Experience in open source projects.|||more info>>>https://www.kolradar.com/",【KOL Radar】資深網站前端工程師 Senior Frontend Engineer,1m - 1.7m TWD Annually,React.js|||Vue|||Typescript|||Modern JavaScript,https://meet.jobs/en/jobs/39207-kol-radar%E8%B3%87%E6%B7%B1%E7%B6%B2%E7%AB%99%E5%89%8D%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%AB-senior-frontend-engineer
End engineer (Remote),"We are a|||, founded by Stanford and MIT engineers from Silicon Valley. Our team has experience in entrepreneurship, finance, and consulting in NY, SF, and Chicago. We are incubating a product and looking to hire an all-star team that can grow the business. Joining this team will put you at the forefront of startup innovation. You will be able to scale a first in class product. Our team is made up of builders, and you should be no exception!|||We're building the next NFT-Crypto wallet for Gen Z students in India & the US. We've created the first|||＆|||.|||As a senior back-end web/app engineer, you will focus on designing the flexible/scalable backend architecture, optimized for performance for future products.|||Flexible working hours. Normal hours are not required. Full remote. Performance-based. Based on KPI, we will decide on discretionary bonus, full-time (with insurance) offer, and terms.",Senior Back,2m - 3m TWD Annually,"javascript|||node.js|||back-end|||back-end engineering|||back-end development|||backend testing|||backend developer|||backend|||backend development|||engineer|||software engineer|||engineering|||software engineering|||SQL|||AWS|||web programming|||a working knowledge of the web-based technology|||web3|||web application|||Information Technology|||Bachelor’s degree in Computer Science, Information Technology, or a similar field.|||QC|||PostgreSQL",https://meet.jobs/en/jobs/29253-senior-back-end-engineer-remote
Aha,"We are a|||, founded by Stanford and MIT engineers from Silicon Valley. Our team has experience in entrepreneurship, finance, and consulting in NY, SF, and Chicago. We are incubating a product and looking to hire an all-star team that can grow the business. Joining this team will put you at the forefront of startup innovation. You will be able to scale a first in class product. Our team is made up of builders, and you should be no exception!|||We're building the next NFT-Crypto wallet for Gen Z students in India & the US. We've created the first|||＆|||.|||As a Software Development Engineer in Test, you will conduct testing on web/app that are developed by the developers in our team, apply impact analysis on web/app being tested, and ensure web/app quality before going to production.|||1. Checking if the product complies with the requirements.|||2. Assessing risks.|||3. Planning ideas to improve product quality.|||4. Planning tests.|||5. Analyzing the test results.|||6. Ensures the scalability of the system.|||7. Ensure the high performance of responsiveness to requests from engineers.|||1. Two or more years of coding experience or any internship with a similar function|||2. QA testing experience (QUnit, Mocha, Jasmine, RSpec)|||3. Having experience in at least one of the frameworks (Unit Testing, Stress Testing, CI, Ruby, Django, JavaScript)|||4. Experience in CI (GitLab, Jenkins), API Testing will be aplus|||Flexible working hours. Normal hours not required. Full remote. Performance based. Based on KPI, we will decide on discretionary bonus, full time (with insurance) offer, and terms.|||1. Flexible time, full-remote work|||2. Full-time, fixed term (contract-based) employment, or internships|||3. Performance-based rewards and bonus",Software Development Engineer in Test (SDET) (Remote),1m - 2m TWD Annually,JavaScript|||Jasmine|||QUnit|||Unit Testing|||Django|||framework testing|||Web or mobile application testing|||software testing|||software engineer|||software engineering|||Engineering|||Software Engineering|||Front-end Engineering|||Quality Engineer|||QA Engineering|||Backend Engineer|||Engineer|||Web Service frameworks|||JavasSript frameworks|||javaScript frameworks|||● Knowledge of testing frameworks such as Mocha and Jest.,https://meet.jobs/en/jobs/33380-software-development-engineer-in-test-sdet-remote
End Engineer (Remote),"We are a|||, founded by Stanford and MIT engineers from Silicon Valley. Our team has experience in entrepreneurship, finance, and consulting in NY, SF, and Chicago. We are incubating a product and looking to hire an all-star team that can grow the business. Joining this team will put you at the forefront of startup innovation. You will be able to scale a first in class product. Our team is made up of builders, and you should be no exception!|||We're building the next NFT-Crypto wallet for Gen Z students in India & the US. We've created the first|||＆|||.|||As a front-end web/app engineer, you are responsible for making the web app UI of each product, designing the API with mockups/use case/user journey/story provided by the designer and back-end engineers. You have to participate in APP web view development and also the campaigns and sales events development. You will also implement A/B testing and maintain the website for the company’s products.|||Flexible working hours. Normal hours are not required. Full remote. Performance-based. Based on KPI, we will decide on discretionary bonus, full-time (with insurance) offer, and terms.",Senior Front,2m - 3m TWD Annually,HTML|||JavaScript|||CSS|||HTML/CSS/Javascript/Django|||Rails|||PostgreSQL|||MySQL|||MongoDB|||QUnit|||Mocha|||Jasmine|||RSpec|||Docker|||K8S,https://meet.jobs/en/jobs/30349-senior-front-end-engineer-remote
Stack Engineer (Remote),"We are a|||, founded by Stanford and MIT engineers from Silicon Valley. Our team has experience in entrepreneurship, finance, and consulting in NY, SF, and Chicago. We are incubating a product and looking to hire an all-star team that can grow the business. Joining this team will put you at the forefront of startup innovation. You will be able to scale a first in class product. Our team is made up of builders, and you should be no exception!|||We're building the next NFT-Crypto wallet for Gen Z students in India & the US. We've created the first|||＆|||.|||As a senior full-stack web/app engineer, you need to be proficient in both front-end and back-end coding. You are also responsible for designing user interaction on websites, developing servers, and databases for website functionality and platforms.|||Flexible working hours. Normal hours are not required. Full remote. Performance-based. Based on KPI, we will decide on discretionary bonus, full-time (with insurance) offer, and terms.",Senior Full,2m - 3m TWD Annually,"javascript|||node.js|||react|||MUI|||Full Stack Development|||Full-Stack Web Development|||frontend|||● In-depth knowledge of TypeScript, JavaScript, CSS, HTML and front-end languages.|||back-end|||back-end engineering|||back-end development|||front-end|||Software Engineering|||Back End Engineer|||Front End Engineer|||Engineering|||PostgreSQL|||Database Systems|||Information Technology|||Bachelor’s degree in Computer Science, Information Technology, or a similar field.|||web framework|||JavasSript frameworks",https://meet.jobs/en/jobs/29254-senior-full-stack-engineer-remote
磊山保險經紀人股份有限公司,,前端工程師,700k - 900k TWD Annually,HTML/CSS/Javascript/Django|||reactJs|||nginx|||co-work|||GIT,https://meet.jobs/en/jobs/35281-%E5%89%8D%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%AB
Aloha Group Limited,"備註：If candidate is senior, salary can be negotiable.",(資深) 數位行銷專員 (Senior) Digital Account Executive,40k - 60k TWD Monthly,,https://meet.jobs/en/jobs/39245-%E8%B3%87%E6%B7%B1-%E6%95%B8%E4%BD%8D%E8%A1%8C%E9%8A%B7%E5%B0%88%E5%93%A1-senior-digital-account-executive
